"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.001040699949953705
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009321999968960881
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0014533000066876411
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,10,46,4,0,0,0,0,0,5,0,0,0,0,1,1,1,0.002170200052205473
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20,10,46,4,0,0,0,0,0,5,0,0,0,0,1,1,1,0.003021500015165657
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0020004999823868275
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008917000377550721
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009614999871701002
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008359000203199685
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008496000082232058
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.07414809998590499
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009589000255800784
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0011050999746657908
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0010170000023208559
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.000914399977773428
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008839999791234732
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.000935999967623502
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009825999732129276
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",22,10,64,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0011730999685823917
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009603000362403691
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0031136999605223536
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,10,303,9,0,0,0,0,0,5,0,0,0,0,1,1,1,0.003384699986781925
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,10,309,21,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0036959999706596136
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0014613000093959272
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93,10,270,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0013433999847620726
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009470999939367175
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0010402000043541193
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008972999639809132
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",107,10,310,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.21297079999931157
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.000944300030823797
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.001533699978608638
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008695999858900905
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008342000073753297
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008517000242136419
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",104,10,295,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.001840399985667318
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008308999822475016
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0018782999832183123
"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0030681000207550824
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,10,303,9,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0031288000172935426
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105,10,309,21,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0036003999994136393
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0013528999988920987
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93,10,270,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0010999999940395355
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.00090230000205338
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008634999976493418
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0007726999465376139
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",107,10,310,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.2441928000189364
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008675999706611037
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.001362500013783574
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009634000016376376
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0008133999654091895
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0007833000272512436
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",104,10,295,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.0009150999831035733
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",108,10,315,30,0,0,0,0,0,5,0,0,0,0,1,1,1,0.000797900022007525
